Freq.	V(vout)
3.31131121482588e+03	(-8.32179736626313e+01dB,-1.79891350242515e+02°)
3.38844156139199e+03	(-8.36180062034764e+01dB,-1.79896212914632e+02°)
3.46736850452528e+03	(-8.40180378954769e+01dB,-1.79901093408285e+02°)
3.54813389233572e+03	(-8.44180688048823e+01dB,-1.79905999526884e+02°)
3.63078054770097e+03	(-8.48180989961361e+01dB,-1.79910939460117e+02°)
3.71535229097168e+03	(-8.52181285319907e+01dB,-1.79915921814976e+02°)
3.80189396320557e+03	(-8.56181574736157e+01dB,-1.79920955648910e+02°)
3.89045144994276e+03	(-8.60181858806994e+01dB,-1.79926050505255e+02°)
3.98107170553493e+03	(-8.64182138115429e+01dB,-1.79931216451118e+02°)
4.07380277804108e+03	(-8.68182413231460e+01dB,-1.79936464117883e+02°)
4.16869383470331e+03	(-8.72182684712857e+01dB,-1.79941804744526e+02°)
4.26579518801588e+03	(-8.76182953105844e+01dB,-1.79947250223954e+02°)
4.36515832240161e+03	(-8.80183218945696e+01dB,-1.79952813152575e+02°)
4.46683592150958e+03	(-8.84183482757221e+01dB,-1.79958506883330e+02°)
4.57088189614870e+03	(-8.88183745055128e+01dB,-1.79964345582450e+02°)
4.67735141287193e+03	(-8.92184006344256e+01dB,-1.79970344290189e+02°)
4.78630092322633e+03	(-8.96184267119662e+01dB,-1.79976518985832e+02°)
4.89778819368441e+03	(-9.00184527866540e+01dB,-1.79982886657277e+02°)
5.01187233627267e+03	(-9.04184789059948e+01dB,-1.79989465375526e+02°)
5.12861383991359e+03	(-9.08185051164323e+01dB,-1.79996274374427e+02°)
5.24807460249767e+03	(-9.12185314632757e+01dB,1.79996665863941e+02°)
5.37031796370247e+03	(-9.16185579905985e+01dB,1.79989333517848e+02°)
5.49540873857618e+03	(-9.20185847411065e+01dB,1.79981705328022e+02°)
5.62341325190343e+03	(-9.24186117559687e+01dB,1.79973756492817e+02°)
5.75439937337150e+03	(-9.28186390746071e+01dB,1.79965460555949e+02°)
5.88843655355582e+03	(-9.32186667344382e+01dB,1.79956789286268e+02°)
6.02559586074351e+03	(-9.36186947705596e+01dB,1.79947712548993e+02°)
6.16595001861475e+03	(-9.40187232153739e+01dB,1.79938198167794e+02°)
6.30957344480186e+03	(-9.44187520981399e+01dB,1.79928211777072e+02°)
6.45654229034648e+03	(-9.48187814444398e+01dB,1.79917716663743e+02°)
6.60693448007588e+03	(-9.52188112755519e+01dB,1.79906673597750e+02°)
6.76082975391974e+03	(-9.56188416077114e+01dB,1.79895040650529e+02°)
6.91830970918928e+03	(-9.60188724512460e+01dB,1.79882773000536e+02°)
7.07945784384129e+03	(-9.64189038095645e+01dB,1.79869822724937e+02°)
7.24435960074981e+03	(-9.68189356779781e+01dB,1.79856138576458e+02°)
7.41310241300908e+03	(-9.72189680423291e+01dB,1.79841665744332e+02°)
7.58577575029174e+03	(-9.76190008773970e+01dB,1.79826345598220e+02°)
7.76247116628682e+03	(-9.80190341450504e+01dB,1.79810115413884e+02°)
7.94328234724272e+03	(-9.84190677921048e+01dB,1.79792908079306e+02°)
8.12830516164089e+03	(-9.88191017478434e+01dB,1.79774651779873e+02°)
8.31763771102661e+03	(-9.92191359211501e+01dB,1.79755269661124e+02°)
8.51138038202366e+03	(-9.96191701971967e+01dB,1.79734679467472e+02°)
8.70963589956070e+03	(-1.00019204433617e+02dB,1.79712793155185e+02°)
8.91250938133734e+03	(-1.00419238456094e+02dB,1.79689516477813e+02°)
9.12010839355898e+03	(-1.00819272053266e+02dB,1.79664748542090e+02°)
9.33254300796979e+03	(-1.01219304970858e+02dB,1.79638381332238e+02°)
9.54992586021424e+03	(-1.01619336904921e+02dB,1.79610299200428e+02°)
9.77237220955798e+03	(-1.02019367494037e+02dB,1.79580378321019e+02°)
9.99999999999987e+03	(-1.02419396310350e+02dB,1.79548486106031e+02°)
1.02329299228074e+04	(-1.02819422849238e+02dB,1.79514480579122e+02°)
1.04712854805089e+04	(-1.03219446517431e+02dB,1.79478209705178e+02°)
1.07151930523759e+04	(-1.03619466619332e+02dB,1.79439510672420e+02°)
1.09647819614317e+04	(-1.04019482341294e+02dB,1.79398209123737e+02°)
1.12201845430195e+04	(-1.04419492733525e+02dB,1.79354118333741e+02°)
1.14815362149687e+04	(-1.04819496689295e+02dB,1.79307038327819e+02°)
1.17489755493951e+04	(-1.05219492921018e+02dB,1.79256754939225e+02°)
1.20226443461740e+04	(-1.05619479932772e+02dB,1.79203038800038e+02°)
1.23026877081237e+04	(-1.06019455988710e+02dB,1.79145644261529e+02°)
1.25892541179415e+04	(-1.06419419076765e+02dB,1.79084308239286e+02°)
1.28824955169312e+04	(-1.06819366866952e+02dB,1.79018748978145e+02°)
1.31825673855639e+04	(-1.07219296663459e+02dB,1.78948664731777e+02°)
1.34896288259164e+04	(-1.07619205349634e+02dB,1.78873732351496e+02°)
1.38038426460287e+04	(-1.08019089324797e+02dB,1.78793605778672e+02°)
1.41253754462274e+04	(-1.08418944431687e+02dB,1.78707914434890e+02°)
1.44543977074591e+04	(-1.08818765873175e+02dB,1.78616261503857e+02°)
1.47910838816819e+04	(-1.09218548116657e+02dB,1.78518222098885e+02°)
1.51356124843619e+04	(-1.09618284784328e+02dB,1.78413341309770e+02°)
1.54881661891246e+04	(-1.10017968527290e+02dB,1.78301132122819e+02°)
1.58489319246109e+04	(-1.10417590881128e+02dB,1.78181073207964e+02°)
1.62181009735891e+04	(-1.10817142100265e+02dB,1.78052606567092e+02°)
1.65958690743754e+04	(-1.11216610968047e+02dB,1.77915135038175e+02°)
1.69824365246172e+04	(-1.11615984579045e+02dB,1.77768019650403e+02°)
1.73780082874935e+04	(-1.12015248089603e+02dB,1.77610576826440e+02°)
1.77827941003890e+04	(-1.12414384432120e+02dB,1.77442075429204e+02°)
1.81970085860996e+04	(-1.12813373987908e+02dB,1.77261733652229e+02°)
1.86208713666284e+04	(-1.13212194212839e+02dB,1.77068715754928e+02°)
1.90546071796322e+04	(-1.13610819209183e+02dB,1.76862128646964e+02°)
1.94984459975802e+04	(-1.14009219236230e+02dB,1.76641018329627e+02°)
1.99526231496885e+04	(-1.14407360151364e+02dB,1.76404366206862e+02°)
2.04173794466950e+04	(-1.14805202772233e+02dB,1.76151085284477e+02°)
2.08929613085401e+04	(-1.15202702149615e+02dB,1.75880016283518e+02°)
2.13796208950220e+04	(-1.15599806739384e+02dB,1.75589923702971e+02°)
2.18776162394952e+04	(-1.15996457460830e+02dB,1.75279491878314e+02°)
2.23872113856831e+04	(-1.16392586627338e+02dB,1.74947321096375e+02°)
2.29086765276774e+04	(-1.16788116734247e+02dB,1.74591923843884e+02°)
2.34422881531989e+04	(-1.17182959087593e+02dB,1.74211721287715e+02°)
2.39883291901946e+04	(-1.17577012256500e+02dB,1.73805040109480e+02°)
2.45470891568500e+04	(-1.17970160331313e+02dB,1.73370109846680e+02°)
2.51188643150954e+04	(-1.18362270969360e+02dB,1.72905060927609e+02°)
2.57039578276883e+04	(-1.18753193210640e+02dB,1.72407923628170e+02°)
2.63026799189534e+04	(-1.19142755047074e+02dB,1.71876628226419e+02°)
2.69153480392688e+04	(-1.19530760731539e+02dB,1.71309006685117e+02°)
2.75422870333813e+04	(-1.19916987817140e+02dB,1.70702796253965e+02°)
2.81838293126441e+04	(-1.20301183923571e+02dB,1.70055645450954e+02°)
2.88403150312656e+04	(-1.20683063236621e+02dB,1.69365122955048e+02°)
2.95120922666634e+04	(-1.21062302759509e+02dB,1.68628730017778e+02°)
3.01995172040197e+04	(-1.21438538351609e+02dB,1.67843917075339e+02°)
3.09029543251354e+04	(-1.21811360612058e+02dB,1.67008105309358e+02°)
3.16227766016833e+04	(-1.22180310693399e+02dB,1.66118713955135e+02°)
3.23593656929623e+04	(-1.22544876164514e+02dB,1.65173194179155e+02°)
3.31131121482586e+04	(-1.22904487082803e+02dB,1.64169070327696e+02°)
3.38844156139197e+04	(-1.23258512482614e+02dB,1.63103989266652e+02°)
3.46736850452526e+04	(-1.23606257539132e+02dB,1.61975778366587e+02°)
3.54813389233570e+04	(-1.23946961721851e+02dB,1.60782512412135e+02°)
3.63078054770096e+04	(-1.24279798305274e+02dB,1.59522589306150e+02°)
3.71535229097167e+04	(-1.24603875650576e+02dB,1.58194813875774e+02°)
3.80189396320555e+04	(-1.24918240702298e+02dB,1.56798488358086e+02°)
3.89045144994275e+04	(-1.25221885148328e+02dB,1.55333507252708e+02°)
3.98107170553491e+04	(-1.25513754657574e+02dB,1.53800453208095e+02°)
4.07380277804107e+04	(-1.25792761525777e+02dB,1.52200689522272e+02°)
4.16869383470329e+04	(-1.26057800915623e+02dB,1.50536443791984e+02°)
4.26579518801586e+04	(-1.26307770667517e+02dB,1.48810876382189e+02°)
4.36515832240159e+04	(-1.26541594384878e+02dB,1.47028126887725e+02°)
4.46683592150956e+04	(-1.26758247177022e+02dB,1.45193331809114e+02°)
4.57088189614868e+04	(-1.26956783101205e+02dB,1.43312607430353e+02°)
4.67735141287191e+04	(-1.27136363023592e+02dB,1.41392993468063e+02°)
4.78630092322631e+04	(-1.27296281365936e+02dB,1.39442355448491e+02°)
4.89778819368439e+04	(-1.27435990070959e+02dB,1.37469246809500e+02°)
5.01187233627264e+04	(-1.27555118145736e+02dB,1.35482735118565e+02°)
5.12861383991357e+04	(-1.27653485349908e+02dB,1.33492200125638e+02°)
5.24807460249764e+04	(-1.27731108976704e+02dB,1.31507114161091e+02°)
5.37031796370244e+04	(-1.27788203191476e+02dB,1.29536817213016e+02°)
5.49540873857616e+04	(-1.27825170980434e+02dB,1.27590299578622e+02°)
5.62341325190340e+04	(-1.27842589343186e+02dB,1.25676004188220e+02°)
5.75439937337148e+04	(-1.27841188859560e+02dB,1.23801658679292e+02°)
5.88843655355580e+04	(-1.27821829113657e+02dB,1.21974144378601e+02°)
6.02559586074348e+04	(-1.27785471633339e+02dB,1.20199405976993e+02°)
6.16595001861472e+04	(-1.27733151999231e+02dB,1.18482402322175e+02°)
6.30957344480183e+04	(-1.27665952619145e+02dB,1.16827095811554e+02°)
6.45654229034645e+04	(-1.27584977394960e+02dB,1.15236475615257e+02°)
6.60693448007586e+04	(-1.27491329180352e+02dB,1.13712608524616e+02°)
6.76082975391971e+04	(-1.27386090587298e+02dB,1.12256710591317e+02°)
6.91830970918925e+04	(-1.27270308385390e+02dB,1.10869232782450e+02°)
7.07945784384127e+04	(-1.27144981475874e+02dB,1.09549954454227e+02°)
7.24435960074979e+04	(-1.27011052224109e+02dB,1.08298079354000e+02°)
7.41310241300906e+04	(-1.26869400801100e+02dB,1.07112329923184e+02°)
7.58577575029172e+04	(-1.26720842110404e+02dB,1.05991036754751e+02°)
7.76247116628679e+04	(-1.26566124850501e+02dB,1.04932221060142e+02°)
7.94328234724269e+04	(-1.26405932272331e+02dB,1.03933668863834e+02°)
8.12830516164086e+04	(-1.26240884225501e+02dB,1.02992996343816e+02°)
8.31763771102658e+04	(-1.26071540134626e+02dB,1.02107706271047e+02°)
8.51138038202363e+04	(-1.25898402601391e+02dB,1.01275235884373e+02°)
8.70963589956067e+04	(-1.25721921382635e+02dB,1.00492996791390e+02°)
8.91250938133731e+04	(-1.25542497546151e+02dB,9.97584076350690e+01°)
9.12010839355895e+04	(-1.25360487651921e+02dB,9.90689203354191e+01°)
9.33254300796976e+04	(-1.25176207846028e+02dB,9.84220407264964e+01°)
9.54992586021420e+04	(-1.24989937787409e+02dB,9.78153443802576e+01°)
9.77237220955795e+04	(-1.24801924354256e+02dB,9.72464883545289e+01°)
9.99999999999984e+04	(-1.24612385097802e+02dB,9.67132195339872e+01°)
1.02329299228074e+05	(-1.24421511427347e+02dB,9.62133801584013e+01°)
1.04712854805088e+05	(-1.24229471522322e+02dB,9.57449110572301e+01°)
1.07151930523759e+05	(-1.24036412975854e+02dB,9.53058530376870e+01°)
1.09647819614317e+05	(-1.23842465180277e+02dB,9.48943468066144e+01°)
1.12201845430195e+05	(-1.23647741468938e+02dB,9.45086317464039e+01°)
1.14815362149686e+05	(-1.23452341030994e+02dB,9.41470438118528e+01°)
1.17489755493951e+05	(-1.23256350617011e+02dB,9.38080127684794e+01°)
1.20226443461739e+05	(-1.23059846053526e+02dB,9.34900589529280e+01°)
1.23026877081236e+05	(-1.22862893584351e+02dB,9.31917897020805e+01°)
1.25892541179415e+05	(-1.22665551055752e+02dB,9.29118955689348e+01°)
1.28824955169311e+05	(-1.22467868961581e+02dB,9.26491464192901e+01°)
1.31825673855639e+05	(-1.22269891363358e+02dB,9.24023874834878e+01°)
1.34896288259163e+05	(-1.22071656699073e+02dB,9.21705354209941e+01°)
1.38038426460286e+05	(-1.21873198493264e+02dB,9.19525744421881e+01°)
1.41253754462273e+05	(-1.21674545979729e+02dB,9.17475525208315e+01°)
1.44543977074590e+05	(-1.21475724647111e+02dB,9.15545777217231e+01°)
1.47910838816818e+05	(-1.21276756716516e+02dB,9.13728146610305e+01°)
1.51356124843618e+05	(-1.21077661559316e+02dB,9.12014811109841e+01°)
1.54881661891246e+05	(-1.20878456062426e+02dB,9.10398447561902e+01°)
1.58489319246109e+05	(-1.20679154947469e+02dB,9.08872201051848e+01°)
1.62181009735890e+05	(-1.20479771049528e+02dB,9.07429655581544e+01°)
1.65958690743753e+05	(-1.20280315560507e+02dB,9.06064806295573e+01°)
1.69824365246172e+05	(-1.20080798241524e+02dB,9.04772033228080e+01°)
1.73780082874935e+05	(-1.19881227608212e+02dB,9.03546076529851e+01°)
1.77827941003889e+05	(-1.19681611092361e+02dB,9.02382013126398e+01°)
1.81970085860995e+05	(-1.19481955182878e+02dB,9.01275234752110e+01°)
1.86208713666284e+05	(-1.19282265548704e+02dB,9.00221427301626e+01°)
1.90546071796322e+05	(-1.19082547145977e+02dB,8.99216551436996e+01°)
1.94984459975801e+05	(-1.18882804311448e+02dB,8.98256824388826e+01°)
1.99526231496885e+05	(-1.18683040843929e+02dB,8.97338702889364e+01°)
2.04173794466949e+05	(-1.18483260075276e+02dB,8.96458867176116e+01°)
2.08929613085400e+05	(-1.18283464932280e+02dB,8.95614206006351e+01°)
2.13796208950220e+05	(-1.18083657990620e+02dB,8.94801802624380e+01°)
2.18776162394952e+05	(-1.17883841521907e+02dB,8.94018921625667e+01°)
2.23872113856830e+05	(-1.17684017534704e+02dB,8.93262996664114e+01°)
2.29086765276773e+05	(-1.17484187810314e+02dB,8.92531618951050e+01°)
2.34422881531988e+05	(-1.17284353934003e+02dB,8.91822526497406e+01°)
2.39883291901945e+05	(-1.17084517322252e+02dB,8.91133594052452e+01°)
2.45470891568499e+05	(-1.16884679246557e+02dB,8.90462823695315e+01°)
2.51188643150954e+05	(-1.16684840854230e+02dB,8.89808336037785e+01°)
2.57039578276882e+05	(-1.16485003186583e+02dB,8.89168361999252e+01°)
2.63026799189534e+05	(-1.16285167194846e+02dB,8.88541235116871e+01°)
2.69153480392687e+05	(-1.16085333754114e+02dB,8.87925384356396e+01°)
2.75422870333812e+05	(-1.15885503675582e+02dB,8.87319327390919e+01°)
2.81838293126440e+05	(-1.15685677717296e+02dB,8.86721664317017e+01°)
2.88403150312656e+05	(-1.15485856593618e+02dB,8.86131071779564e+01°)
2.95120922666633e+05	(-1.15286040983571e+02dB,8.85546297478318e+01°)
3.01995172040196e+05	(-1.15086231538221e+02dB,8.84966155031007e+01°)
3.09029543251354e+05	(-1.14886428887232e+02dB,8.84389519169362e+01°)
3.16227766016832e+05	(-1.14686633644686e+02dB,8.83815321245937e+01°)
3.23593656929623e+05	(-1.14486846414300e+02dB,8.83242545031141e+01°)
3.31131121482585e+05	(-1.14287067794093e+02dB,8.82670222780940e+01°)
3.38844156139197e+05	(-1.14087298380612e+02dB,8.82097431557391e+01°)
3.46736850452526e+05	(-1.13887538772754e+02dB,8.81523289784936e+01°)
3.54813389233569e+05	(-1.13687789575265e+02dB,8.80946954026656e+01°)
3.63078054770095e+05	(-1.13488051401952e+02dB,8.80367615965839e+01°)
3.71535229097166e+05	(-1.13288324878659e+02dB,8.79784499578984e+01°)
3.80189396320555e+05	(-1.13088610646052e+02dB,8.79196858487339e+01°)
3.89045144994274e+05	(-1.12888909362233e+02dB,8.78603973475040e+01°)
3.98107170553490e+05	(-1.12689221705225e+02dB,8.78005150162523e+01°)
4.07380277804106e+05	(-1.12489548375354e+02dB,8.77399716824819e+01°)
4.16869383470328e+05	(-1.12289890097544e+02dB,8.76787022344832e+01°)
4.26579518801585e+05	(-1.12090247623557e+02dB,8.76166434292584e+01°)
4.36515832240158e+05	(-1.11890621734190e+02dB,8.75537337121817e+01°)
4.46683592150955e+05	(-1.11691013241444e+02dB,8.74899130476078e+01°)
4.57088189614867e+05	(-1.11491422990690e+02dB,8.74251227596768e+01°)
4.67735141287190e+05	(-1.11291851862830e+02dB,8.73593053826354e+01°)
4.78630092322630e+05	(-1.11092300776487e+02dB,8.72924045200226e+01°)
4.89778819368438e+05	(-1.10892770690211e+02dB,8.72243647121167e+01°)
5.01187233627263e+05	(-1.10693262604734e+02dB,8.71551313110937e+01°)
5.12861383991356e+05	(-1.10493777565262e+02dB,8.70846503633637e+01°)
5.24807460249763e+05	(-1.10294316663841e+02dB,8.70128684986045e+01°)
5.37031796370243e+05	(-1.10094881041771e+02dB,8.69397328250437e+01°)
5.49540873857615e+05	(-1.09895471892105e+02dB,8.68651908305603e+01°)
5.62341325190339e+05	(-1.09696090462231e+02dB,8.67891902892231e+01°)
5.75439937337147e+05	(-1.09496738056533e+02dB,8.67116791728953e+01°)
5.88843655355579e+05	(-1.09297416039162e+02dB,8.66326055675737e+01°)
6.02559586074347e+05	(-1.09098125836903e+02dB,8.65519175941465e+01°)
6.16595001861471e+05	(-1.08898868942149e+02dB,8.64695633332793e+01°)
6.30957344480182e+05	(-1.08699646916002e+02dB,8.63854907541618e+01°)
6.45654229034644e+05	(-1.08500461391494e+02dB,8.62996476468707e+01°)
6.60693448007584e+05	(-1.08301314076933e+02dB,8.62119815581126e+01°)
6.76082975391970e+05	(-1.08102206759397e+02dB,8.61224397301452e+01°)
6.91830970918924e+05	(-1.07903141308368e+02dB,8.60309690426774e+01°)
7.07945784384125e+05	(-1.07704119679512e+02dB,8.59375159575734e+01°)
7.24435960074977e+05	(-1.07505143918629e+02dB,8.58420264662010e+01°)
7.41310241300904e+05	(-1.07306216165757e+02dB,8.57444460392774e+01°)
7.58577575029170e+05	(-1.07107338659457e+02dB,8.56447195790762e+01°)
7.76247116628678e+05	(-1.06908513741274e+02dB,8.55427913738819e+01°)
7.94328234724267e+05	(-1.06709743860384e+02dB,8.54386050545843e+01°)
8.12830516164085e+05	(-1.06511031578439e+02dB,8.53321035533159e+01°)
8.31763771102656e+05	(-1.06312379574612e+02dB,8.52232290640582e+01°)
8.51138038202361e+05	(-1.06113790650853e+02dB,8.51119230051379e+01°)
8.70963589956065e+05	(-1.05915267737363e+02dB,8.49981259835622e+01°)
8.91250938133729e+05	(-1.05716813898293e+02dB,8.48817777611410e+01°)
9.12010839355893e+05	(-1.05518432337675e+02dB,8.47628172223610e+01°)
9.33254300796974e+05	(-1.05320126405599e+02dB,8.46411823439843e+01°)
9.54992586021419e+05	(-1.05121899604640e+02dB,8.45168101663572e+01°)
9.77237220955793e+05	(-1.04923755596537e+02dB,8.43896367664215e+01°)
1.00000000000000e+06	(-1.04725698209147e+02dB,8.42595972324335e+01°)
